q	t	bitscore	evalue
YP_007673627.1	YP_006987005.1	130.6	5.2e-39
YP_007673627.1	YP_009012426.1	129.8	1e-38
YP_007673627.1	YP_009985323.1	128.6	2.9e-38
YP_007673627.1	YP_009984456.1	127.1	1.2e-37
YP_007673627.1	YP_009985641.1	127.1	1.2e-37
YP_007673627.1	YP_009987300.1	126.7	1.7e-37
YP_007673627.1	YP_009786577.1	125.9	3.3e-37
YP_007673627.1	YP_009787104.1	125.9	3.3e-37
YP_007673627.1	YP_009823779.1	125.9	3.3e-37
YP_007673627.1	YP_009985561.1	125.9	3.3e-37
YP_007673627.1	YP_009985881.1	125.9	3.3e-37
YP_007673627.1	YP_009100415.1	69.7	2.9e-16
YP_007673627.1	YP_009037213.1	94.0	1.5e-24
YP_007673627.1	YP_009103586.1	106.7	1.6e-29
YP_007673627.1	YP_009277061.1	75.5	7.4e-17
YP_007673627.1	YP_009618539.1	121.7	1.8e-35
YP_007673627.1	YP_009794751.1	121.7	1.8e-35
YP_007673627.1	YP_009609823.1	76.3	1.6e-17
YP_007673627.1	YP_009813966.1	112.5	7.3e-32
YP_007673627.1	YP_009813337.1	113.2	3.7e-32
YP_007673627.1	YP_009621234.1	128.6	2.8e-38
YP_007673627.1	YP_009621440.1	123.2	3.8e-36
YP_007673627.1	YP_010102765.1	120.9	3.1e-35
YP_007673627.1	YP_010114324.1	124.8	9.3e-37
YP_007673627.1	YP_002003579.1	122.1	1.2e-35
YP_007673627.1	YP_007006245.1	120.9	3.3e-35
YP_007673627.1	YP_008530320.1	122.1	1.2e-35
YP_007673627.1	YP_009030983.1	120.6	4.7e-35
YP_007673627.1	YP_009593676.1	120.6	4.7e-35
YP_007673627.1	YP_009177522.1	118.6	2.7e-34
YP_007673627.1	YP_009602305.1	118.6	2.7e-34
YP_007673627.1	YP_009854173.1	102.4	9.6e-26
YP_009953965.1	YP_009951459.1	94.4	2.7e-26
YP_009953965.1	YP_009953475.1	149.4	5.5e-48
YP_009953965.1	YP_009953174.1	140.2	2.7e-44
YP_009953965.1	YP_009953670.1	136.3	8.1e-43
YP_009953965.1	YP_009951555.1	128.3	3.9e-39
YP_009953965.1	YP_009215585.1	119.0	6.1e-36
YP_009953965.1	YP_009954163.1	114.4	1.2e-32
YP_009953965.1	YP_009951265.1	109.4	4.5e-32
YP_009953965.1	YP_009951656.1	94.0	3.6e-26
YP_009953965.1	YP_009952224.1	62.4	1.2e-12
YP_009953965.1	YP_009953774.1	59.3	2.7e-12
YP_009953965.1	YP_009951849.1	60.8	4.5e-12
YP_009953965.1	YP_009952584.1	60.5	1.2e-11
YP_009953965.1	YP_009211153.1	60.5	1.2e-11
YP_009953965.1	YP_009002737.1	55.1	1.2e-10
YP_009953965.1	YP_009638643.1	55.8	3.1e-10
YP_009953965.1	YP_003856957.1	52.8	1.8e-09
YP_009953965.1	YP_009638073.1	52.0	2e-09
YP_009953965.1	YP_009952874.1	50.1	1.1e-08
YP_009953965.1	YP_009202717.1	50.4	2.7e-08
YP_009953965.1	YP_009954264.1	51.2	4.3e-09
YP_009623687.1	YP_009012380.1	194.1	1.3e-60
YP_009623687.1	YP_009225557.1	112.5	5.1e-29
YP_009623687.1	YP_009787060.1	182.2	6e-56
YP_009623687.1	YP_009599586.1	518.1	2.9e-188
YP_009623687.1	YP_009823736.1	182.2	6e-56
YP_009623687.1	YP_009621434.1	123.6	3e-33
YP_009623687.1	YP_009984412.1	193.0	3.6e-60
YP_009623687.1	YP_009984973.1	99.4	5.3e-25
YP_009623687.1	YP_009984793.1	193.0	3.6e-60
YP_009623687.1	YP_009985520.1	180.6	2.4e-55
YP_009623687.1	YP_009985922.1	182.2	6e-56
YP_009623687.1	YP_009986177.1	181.8	8.5e-56
YP_009623687.1	YP_009986603.1	181.8	8.5e-56
YP_009623687.1	YP_009986806.1	182.2	6e-56
YP_009623687.1	YP_009987136.1	182.2	6e-56
YP_009623687.1	YP_009987255.1	194.5	9.1e-61
YP_009623687.1	YP_010101923.1	126.3	2.8e-34
YP_009623687.1	YP_010108190.1	124.8	1.1e-33
YP_009623687.1	YP_010108767.1	126.3	2.8e-34
YP_009623687.1	YP_010108380.1	126.3	2.8e-34
YP_009623687.1	YP_010108573.1	123.2	4.2e-33
YP_009623687.1	YP_010107993.1	130.6	6.5e-36
YP_009623687.1	YP_010114320.1	122.1	1.2e-32
YP_009623687.1	YP_006987198.1	410.2	1.4e-145
YP_009623687.1	YP_007007637.1	201.8	1.3e-63
YP_009623687.1	YP_009150428.1	219.9	9.4e-71
YP_009623687.1	YP_009102042.1	219.9	9.4e-71
YP_009623687.1	YP_009594637.1	420.6	1e-149
YP_009623687.1	YP_009803318.1	182.2	6e-56
YP_009623687.1	YP_004306516.1	146.0	1.9e-41
YP_009913815.1	YP_009819192.1	110.5	1.4e-26
YP_009913815.1	YP_009835185.1	649.8	1.7e-237
YP_009913815.1	YP_002154200.1	676.4	2.9e-248
YP_009913815.1	YP_002154291.1	672.2	1.4e-246
YP_009913815.1	YP_002364366.1	679.1	2.5e-249
YP_009913815.1	YP_002418865.1	679.1	2.5e-249
YP_009913815.1	YP_009211385.1	679.1	2.5e-249
YP_009913815.1	YP_009124379.1	670.2	8.1e-246
YP_009913815.1	YP_009215170.1	653.3	4.3e-239
YP_009913815.1	YP_009593811.1	676.4	2.9e-248
YP_009913815.1	YP_009597891.1	679.1	2.5e-249
YP_009913815.1	YP_009619410.1	674.9	1.2e-247
YP_009913815.1	YP_009619482.1	676.8	2.1e-248
YP_009913815.1	YP_009837422.1	677.9	7.2e-249
YP_009913815.1	YP_009913897.1	663.7	3.3e-243
YP_009913815.1	YP_009829633.1	680.2	8.8e-250
YP_009913815.1	YP_009842960.1	677.9	7.2e-249
YP_009913815.1	YP_009833218.1	674.1	2.4e-247
YP_009913815.1	YP_009914190.1	675.6	6e-248
YP_009913815.1	YP_009851506.1	667.5	1.2e-244
YP_009913815.1	YP_009914100.1	679.1	2.5e-249
YP_009913815.1	YP_009913939.1	674.9	1.2e-247
YP_009913815.1	YP_009914261.1	661.0	3.8e-242
YP_009148964.1	ERR843977__NODE_92_length_6280_cov_5.245944_5	81.6	9.6e-17
YP_009148964.1	ERR844010__NODE_2_length_152158_cov_215.774554_113	81.3	1.2e-16
YP_009148964.1	ERR844036__NODE_1_length_150835_cov_137.051970_80	79.3	6e-16
YP_009148964.1	ERR844055__NODE_10_length_33973_cov_40.644761_27	84.7	6.4e-17
YP_009148964.1	YP_009222883.1	304.7	7.8e-99
YP_009148964.1	YP_007877166.1	305.4	3.9e-99
YP_009148964.1	YP_007673628.1	278.9	9.1e-89
YP_009148964.1	YP_009015179.1	294.7	1.3e-95
YP_009148964.1	YP_009042441.1	357.1	2e-119
YP_009148964.1	YP_009196588.1	185.3	5.2e-54
YP_009148964.1	YP_008241527.1	87.0	9.5e-19
YP_009148964.1	YP_008240620.1	87.0	9.3e-19
YP_009148964.1	YP_009100402.1	298.5	1.4e-96
YP_009148964.1	YP_009104095.1	295.8	1.6e-95
YP_009148964.1	YP_009188904.1	352.8	9e-118
YP_009148964.1	YP_009823076.1	335.1	4.1e-111
YP_009148964.1	YP_002456102.1	200.3	7.9e-59
YP_009148964.1	YP_004327056.1	200.3	7.9e-59
YP_009148964.1	YP_009201383.1	144.4	2.2e-38
YP_009148964.1	YP_002224946.1	81.3	8.8e-16
YP_009148964.1	YP_009606717.1	206.5	3.5e-61
YP_009148964.1	YP_007392598.1	349.0	3.2e-116
YP_009148964.1	YP_006986957.1	755.4	7.9e-277
YP_009148964.1	YP_008857370.1	760.4	8.2e-279
YP_009148964.1	YP_009859200.1	627.9	1.9e-226
YP_009148964.1	YP_009187765.1	623.6	8.8e-225
YP_009148964.1	YP_009832647.1	621.7	5.1e-224
YP_009148964.1	YP_009842322.1	607.1	3.4e-218
YP_009148964.1	YP_009851704.1	493.4	2.6e-173
YP_009148964.1	YP_009854270.1	495.4	4.6e-174
YP_009148964.1	YP_009835757.1	468.4	7.2e-165
YP_009148964.1	YP_009601394.1	264.6	9.5e-84
YP_009148964.1	YP_009143188.1	264.2	1.3e-83
YP_009148964.1	YP_009212514.1	263.8	1.9e-83
YP_009148964.1	YP_010056736.1	84.7	5.9e-17
YP_009148964.1	YP_009835758.1	151.8	3.5e-45
YP_009881482.1	YP_004010361.1	487.6	3.8e-172
YP_009881482.1	YP_006489056.1	474.2	7e-167
YP_009881482.1	YP_009098780.1	122.1	3.8e-30
YP_009881482.1	YP_009809876.1	126.7	4e-32
YP_009881482.1	YP_009904751.1	105.1	3.5e-24
YP_009881482.1	YP_010077786.1	99.0	4.3e-22
YP_009881482.1	YP_009882193.1	644.8	2.7e-234
YP_009881482.1	YP_004300807.1	279.6	2.3e-91
YP_009881482.1	YP_004009833.1	447.6	2.3e-156
YP_009881482.1	YP_004009585.1	400.2	1.2e-137
YP_009881482.1	YP_009143171.1	119.4	4.5e-29
YP_009881482.1	YP_009601377.1	117.5	2.2e-28
YP_009881482.1	YP_009212497.1	119.4	4.4e-29
YP_009881482.1	YP_009889851.1	759.2	1.4e-279
YP_009881482.1	YP_009880988.1	731.1	1.2e-268
YP_009881482.1	YP_009885403.1	766.5	1.8e-282
YP_009881482.1	YP_009886744.1	764.2	1.5e-281
YP_009881482.1	YP_009886493.1	759.6	1e-279
YP_009881482.1	YP_009886247.1	758.4	2.9e-279
YP_009881482.1	YP_009886991.1	756.9	1.2e-278
YP_009881482.1	YP_009887132.1	636.3	6e-231
YP_009881482.1	YP_009005509.1	382.1	1e-130
YP_009881482.1	YP_009286577.1	379.8	8.2e-130
YP_009881482.1	YP_009126165.1	378.6	2.3e-129
YP_009881482.1	YP_010094109.1	378.3	2.5e-129
YP_009881482.1	YP_007501256.1	377.9	4.7e-129
YP_009881482.1	YP_009615701.1	376.7	1.3e-128
YP_009881482.1	YP_009203965.1	375.9	2.7e-128
YP_009625442.1	YP_009904303.1	103.6	1.1e-23
YP_009625442.1	YP_009904751.1	104.8	4.4e-24
YP_009625442.1	YP_009102426.1	755.4	2.8e-278
YP_009625442.1	YP_009102698.1	753.4	1.6e-277
YP_009625442.1	YP_009030282.1	331.3	6.5e-111
YP_009625442.1	YP_010066176.1	755.4	2.8e-278
YP_009625442.1	YP_009210145.1	760.8	2e-280
YP_009625442.1	YP_009619033.1	756.9	6.8e-279
YP_009625442.1	YP_010072516.1	756.9	6.8e-279
YP_009625442.1	YP_010074428.1	756.9	6.8e-279
YP_009625442.1	YP_010228734.1	756.9	6.8e-279
YP_009625442.1	YP_009168046.1	756.5	9.6e-279
YP_009625442.1	YP_010067372.1	756.1	1.4e-278
YP_009625442.1	YP_002854180.1	756.1	1.4e-278
YP_009625442.1	YP_009167594.1	756.1	1.4e-278
YP_009625442.1	YP_007004966.1	756.1	1.4e-278
YP_009625442.1	YP_010067906.1	756.1	1.4e-278
YP_009625442.1	YP_010068460.1	756.1	1.4e-278
YP_009625442.1	YP_010070879.1	756.1	1.4e-278
YP_009625442.1	YP_010074069.1	756.1	1.4e-278
YP_009625442.1	YP_010065867.1	756.1	1.4e-278
YP_009625442.1	YP_010066016.1	755.4	2.8e-278
YP_009625442.1	YP_009625025.1	755.4	2.8e-278
YP_009625442.1	YP_009180725.1	755.4	2.8e-278
YP_009625442.1	YP_009277597.1	755.4	2.8e-278
YP_009625442.1	YP_009836865.1	384.8	9.5e-132
YP_009625442.1	YP_009850423.1	384.4	1.3e-131
YP_009625442.1	YP_009883942.1	338.6	8.7e-114
YP_001836961.1	YP_009145975.1	610.9	4.6e-224
YP_001836961.1	YP_009804247.1	610.5	6.5e-224
YP_001836961.1	YP_009845237.1	610.9	4.6e-224
YP_001836961.1	YP_009859026.1	610.9	4.6e-224
YP_001836961.1	YP_009858358.1	610.9	4.6e-224
YP_001836961.1	YP_009848154.1	609.8	1.3e-223
YP_001836961.1	YP_009824426.1	609.8	1.3e-223
YP_001836961.1	YP_009806014.1	609.4	1.9e-223
YP_001836961.1	YP_009804319.1	609.0	2.6e-223
YP_001836961.1	YP_009812173.1	609.0	2.6e-223
YP_001836961.1	YP_009794863.1	609.0	2.6e-223
YP_001836961.1	YP_009804916.1	608.2	5.3e-223
YP_001836961.1	YP_009819311.1	608.6	3.8e-223
YP_001836961.1	YP_009851944.1	609.0	2.6e-223
YP_001836961.1	YP_009858522.1	608.2	5.3e-223
YP_001836961.1	YP_009858856.1	609.0	2.6e-223
YP_001836961.1	YP_009848498.1	608.2	5.3e-223
YP_001836961.1	YP_009805240.1	608.2	5.3e-223
YP_001836961.1	YP_009805400.1	607.8	7.6e-223
YP_001836961.1	YP_009805697.1	607.8	7.6e-223
YP_001836961.1	YP_009851842.1	606.7	2.2e-222
YP_001836961.1	YP_009323763.1	606.7	2.2e-222
YP_001836961.1	YP_009320762.1	606.7	2.2e-222
YP_001836961.1	YP_009597410.1	373.2	2.9e-130
YP_001836961.1	YP_009599072.1	172.2	1.9e-51
YP_001836961.1	YP_009795232.1	318.5	1.4e-108
YP_001836961.1	YP_009620653.1	150.2	6.7e-43
YP_001836961.1	YP_009620956.1	377.5	6.1e-132
YP_001836961.1	YP_009805080.1	604.0	2.5e-221
YP_001836961.1	YP_009806176.1	514.6	5.9e-186
YP_001836961.1	YP_009805852.1	604.0	2.5e-221
YP_001836961.1	YP_009814600.1	149.1	1.9e-42
YP_001836961.1	YP_009815094.1	603.6	3.6e-221
YP_001836961.1	YP_009818905.1	605.1	8.8e-222
YP_001836961.1	YP_009852228.1	605.1	8.8e-222
YP_001836961.1	YP_009853188.1	605.1	8.8e-222
YP_001836961.1	YP_009858031.1	603.6	3.6e-221
YP_001836961.1	YP_010113978.1	171.8	2.7e-51
YP_001836961.1	YP_009003333.1	76.3	2.3e-15
YP_001836961.1	YP_007237007.1	510.0	3.8e-184
YP_009011693.1	NP_944160.1	560.5	1.7e-203
YP_009011693.1	YP_004301246.1	304.7	1.6e-102
YP_009011693.1	YP_003969353.1	544.7	3.1e-197
YP_009011693.1	YP_010093016.1	570.1	2.7e-207
YP_009011693.1	YP_009834381.1	288.9	2.6e-96
YP_009011693.1	YP_009835014.1	288.9	2.6e-96
YP_009011693.1	YP_007010234.1	282.7	7.2e-94
YP_009011693.1	YP_009196416.1	246.5	7.6e-80
YP_009011693.1	NP_932555.1	234.2	5.4e-75
YP_009011693.1	YP_010095180.1	215.7	1e-67
YP_009011693.1	YP_002922299.1	212.2	2e-66
YP_009011693.1	YP_009602181.1	212.2	2e-66
YP_009011693.1	YP_656424.1	211.8	3.4e-66
YP_009011693.1	YP_007010872.1	211.8	3.4e-66
YP_009011693.1	YP_010095942.1	211.5	4.8e-66
YP_009011693.1	YP_009056802.1	211.5	4.8e-66
YP_009011693.1	NP_891791.1	211.1	5.5e-66
YP_009011693.1	YP_010088304.1	211.1	6.8e-66
YP_009011693.1	YP_009791490.1	169.1	1.5e-49
YP_009011693.1	NP_899338.1	166.4	1.7e-48
YP_009011693.1	YP_008125289.1	161.8	9.4e-47
YP_009011693.1	YP_009201273.1	167.2	8.8e-49
YP_009011693.1	YP_006987187.1	167.2	9.3e-49
YP_009011693.1	YP_007007625.1	156.4	1.6e-44
YP_009011693.1	YP_009150439.1	161.0	2.4e-46
YP_009011693.1	YP_009102030.1	155.6	2.8e-44
YP_009011693.1	YP_009594627.1	162.5	6.1e-47
YP_009594732.1	NP_944186.1	189.5	4.4e-56
YP_009594732.1	YP_004301229.1	177.9	1.2e-51
YP_009594732.1	YP_003969377.1	171.4	4e-49
YP_009594732.1	YP_009011717.1	189.9	3.2e-56
YP_009594732.1	YP_007010221.1	187.6	1.6e-55
YP_009594732.1	YP_006988523.1	69.7	4.2e-12
YP_009594732.1	YP_008241527.1	82.8	2.2e-17
YP_009594732.1	YP_008240620.1	82.8	2.2e-17
YP_009594732.1	YP_009599684.1	604.0	1.6e-218
YP_009594732.1	YP_009834394.1	184.9	1.7e-54
YP_009594732.1	YP_009835029.1	184.9	1.7e-54
YP_009594732.1	YP_009809961.1	77.0	1.7e-14
YP_009594732.1	YP_010093040.1	191.4	6.2e-57
YP_009594732.1	YP_009810521.1	79.0	3.8e-15
YP_009594732.1	YP_009046849.1	99.8	1.6e-24
YP_009594732.1	YP_009201383.1	174.9	2.8e-50
YP_009594732.1	YP_006987291.1	661.0	4.8e-241
YP_009594732.1	YP_007007186.1	457.6	9.6e-161
YP_009594732.1	YP_009150347.1	457.2	1.5e-160
YP_009594732.1	YP_009153142.1	457.6	9.6e-161
YP_009594732.1	YP_009102126.1	456.1	4.2e-160
YP_009594732.1	YP_009623793.1	598.6	2.2e-216
YP_009594732.1	YP_009816375.1	78.2	1e-15
YP_009594732.1	YP_009823076.1	210.3	2.9e-63
YP_009594732.1	YP_009212514.1	206.8	5.1e-62
YP_009594732.1	YP_009143188.1	204.1	5.5e-61
YP_009594732.1	YP_009601394.1	204.1	5.5e-61
YP_009594732.1	YP_009222883.1	200.7	2.8e-59
YP_009594732.1	YP_007877166.1	200.3	3.9e-59
YP_009594732.1	YP_007673628.1	180.3	1.7e-51
YP_009594732.1	YP_655873.1	77.0	1.8e-14
YP_002003580.1	ERR844057__NODE_50_length_7653_cov_5.430771_12	53.9	1.9e-07
YP_002003580.1	YP_009103585.1	136.7	3.9e-37
YP_002003580.1	YP_009621232.1	219.9	3.7e-69
YP_002003580.1	YP_009621438.1	212.6	2.7e-66
YP_002003580.1	YP_010102764.1	226.5	1e-71
YP_002003580.1	YP_010102579.1	225.3	2.9e-71
YP_002003580.1	YP_010105931.1	224.2	8.3e-71
YP_002003580.1	YP_010105740.1	220.3	2.7e-69
YP_002003580.1	YP_010108192.1	219.2	2e-68
YP_002003580.1	YP_010108769.1	223.0	2.4e-70
YP_002003580.1	YP_010108382.1	223.0	2.4e-70
YP_002003580.1	YP_010108574.1	224.2	8.3e-71
YP_002003580.1	YP_010107996.1	236.1	2.1e-75
YP_002003580.1	YP_010114323.1	224.9	4.2e-71
YP_002003580.1	YP_009030984.1	646.4	2.8e-237
YP_002003580.1	YP_009593918.1	644.4	1.6e-236
YP_002003580.1	YP_007006246.1	634.0	2.1e-232
YP_002003580.1	YP_009177523.1	627.9	4.6e-230
YP_002003580.1	YP_009602306.1	456.8	1.1e-163
YP_002003580.1	YP_009149017.1	293.5	9.9e-98
YP_002003580.1	YP_009985880.1	288.1	8e-96
YP_002003580.1	YP_009803360.1	288.1	8e-96
YP_002003580.1	YP_009787105.1	287.0	2.3e-95
YP_002003580.1	YP_009823780.1	287.0	2.3e-95
YP_002003580.1	YP_009985562.1	286.6	3.2e-95
YP_002003580.1	YP_009984457.1	280.8	6e-93
YP_002003580.1	YP_009985324.1	279.3	2.4e-92
YP_002003580.1	YP_009987301.1	278.1	6.8e-92
YP_002003580.1	YP_009985640.1	277.7	9.7e-92
YP_002003580.1	YP_009012427.1	277.3	1.4e-91
YP_002003580.1	YP_006987008.1	264.2	2.6e-86
NP_899332.1	YP_009611926.1	124.0	7.4e-31
NP_899332.1	YP_009623289.1	88.2	2.5e-18
NP_899332.1	YP_006908215.1	82.8	1.6e-16
NP_899332.1	YP_009321640.1	85.1	2.8e-17
NP_899332.1	YP_009006379.1	693.3	1.6e-253
NP_899332.1	YP_009201279.1	692.6	3.3e-253
NP_899332.1	YP_008125283.1	656.4	6.5e-239
NP_899332.1	YP_010096482.1	312.8	1.6e-103
NP_899332.1	YP_009056809.1	312.0	3.1e-103
NP_899332.1	YP_009100768.1	311.6	4.4e-103
NP_899332.1	NP_861926.1	311.2	6.3e-103
NP_899332.1	YP_009593224.1	310.5	1.3e-102
NP_899332.1	YP_010088298.1	310.5	1.3e-102
NP_899332.1	YP_009005509.1	310.5	1.3e-102
NP_899332.1	YP_009289058.1	310.1	1.8e-102
NP_899332.1	YP_009037542.1	309.7	2.5e-102
NP_899332.1	YP_010090062.1	309.7	2.5e-102
NP_899332.1	YP_010093277.1	309.7	2.5e-102
NP_899332.1	YP_010278695.1	309.7	2.5e-102
NP_899332.1	YP_010099954.1	309.3	3.6e-102
NP_899332.1	YP_010076312.1	309.3	3.6e-102
NP_899332.1	YP_009225029.1	308.9	5.1e-102
NP_899332.1	YP_010094109.1	302.8	1.1e-99
NP_899332.1	YP_004010089.1	300.1	1.2e-98
NP_899332.1	YP_004956958.1	88.2	2.5e-18
NP_899332.1	YP_004421706.1	85.1	2.8e-17
YP_009950972.1	YP_009954063.1	143.7	8.2e-45
YP_009950972.1	YP_009951849.1	137.5	1.7e-41
YP_009950972.1	YP_009951264.1	144.8	3.5e-45
YP_009950972.1	YP_009950877.1	211.5	9.2e-72
YP_009950972.1	YP_009950783.1	211.5	9.2e-72
YP_009950972.1	YP_009201707.1	229.6	6.2e-79
YP_009950972.1	YP_009282316.1	212.6	3.2e-72
YP_009950972.1	YP_009951063.1	212.6	3.2e-72
YP_009950972.1	YP_009043673.1	209.5	5.3e-71
YP_009950972.1	YP_009950687.1	208.0	2.2e-70
YP_009950972.1	YP_009212820.1	200.7	1.7e-67
YP_009950972.1	YP_009638643.1	149.8	1.7e-46
YP_009950972.1	YP_009953871.1	142.1	3.4e-44
YP_009950972.1	YP_009952129.1	142.1	4e-44
YP_009950972.1	YP_009954361.1	140.2	1.9e-43
YP_009950972.1	YP_009951655.1	138.3	1.6e-42
YP_009950972.1	YP_009978687.1	136.0	5.6e-42
YP_009950972.1	YP_009952224.1	137.5	1.7e-41
YP_009950972.1	YP_009953574.1	121.3	2.5e-36
YP_009950972.1	YP_009637421.1	118.2	3.9e-34
YP_009950972.1	YP_009202717.1	118.2	4.1e-34
YP_002790720.1	ERR843962__NODE_85_length_11407_cov_7.452872_22	50.1	1.3e-06
YP_002790720.1	ERR844018__NODE_9_length_33736_cov_10.463585_18	302.4	1.8e-90
YP_002790720.1	ERR844044__NODE_5_length_49205_cov_42.743967_28	122.9	1.1e-29
YP_002790720.1	ERR844057__NODE_50_length_7653_cov_5.430771_12	115.5	1.1e-27
YP_002790720.1	ERR844057__NODE_86_length_5119_cov_5.645537_1	176.4	2.3e-47
YP_002790720.1	YP_238673.1	381.3	2.8e-120
YP_002790720.1	YP_004301480.1	360.1	1.9e-112
YP_002790720.1	YP_009214557.1	356.3	1.8e-110
YP_002790720.1	YP_009601024.1	355.9	2.5e-110
YP_002790720.1	YP_007005657.1	335.9	6.2e-103
YP_002790720.1	YP_010082971.1	231.1	2.3e-64
YP_002790720.1	YP_009835354.1	226.5	2.3e-62
YP_002790720.1	YP_009844128.1	213.0	1.1e-57
YP_002790720.1	YP_009798435.1	195.3	1.8e-51
YP_002790720.1	YP_009814303.1	196.4	7e-52
YP_002790720.1	YP_009798125.1	195.3	1.9e-51
YP_002790720.1	YP_009814475.1	191.8	2.9e-50
YP_002790720.1	YP_008431287.1	182.2	7.2e-49
YP_002790720.1	YP_007677647.1	182.2	7.2e-49
YP_002790720.1	YP_009818189.1	184.9	5.9e-48
YP_002790720.1	YP_009621434.1	61.6	2.2e-09
YP_002790720.1	YP_010101923.1	61.6	2.2e-09
YP_002790720.1	YP_009595579.1	53.5	6.8e-08
YP_009821315.1	YP_007002887.1	181.8	2e-58
YP_009821315.1	YP_007237550.1	174.1	2.3e-55
YP_009821315.1	YP_007007818.1	152.9	8.8e-47
YP_009821315.1	YP_009146400.1	183.0	2.3e-58
YP_009821315.1	YP_009785659.1	252.7	1.7e-86
YP_009821315.1	YP_009289633.1	248.4	8.2e-85
YP_009821315.1	YP_009797634.1	171.4	1.1e-53
YP_009821315.1	YP_009801231.1	152.5	1.2e-46
YP_009821315.1	YP_009818140.1	151.0	5e-46
YP_009821315.1	YP_009997667.1	171.0	2.4e-54
YP_009821315.1	YP_004539103.1	141.7	1.4e-42
YP_009821315.1	YP_009591951.1	181.8	3.9e-59
YP_009821315.1	YP_009785722.1	258.5	8.4e-89
YP_009821315.1	YP_006560.1	92.0	3.8e-23
YP_009821315.1	YP_009168801.1	192.6	1e-62
YP_009821315.1	YP_009168850.1	192.6	1e-62
YP_009821315.1	YP_009597300.1	192.6	1e-62
YP_009821315.1	YP_009597351.1	192.6	1e-62
YP_009821315.1	YP_007005403.1	198.0	7.5e-65
YP_009821315.1	YP_009101374.1	162.2	1.7e-50
YP_009821315.1	YP_009286803.1	247.3	2.3e-84
YP_009821315.1	YP_009816195.1	236.9	3e-80
YP_009821315.1	YP_009814941.1	198.4	5.3e-65
YP_009821315.1	YP_009821856.1	201.8	2.2e-66
YP_009821315.1	YP_009903550.1	194.5	1.9e-63
YP_009821315.1	YP_009618024.1	190.7	1.1e-61
YP_009821315.1	YP_010064578.1	190.3	1.5e-61
YP_009821315.1	YP_009902430.1	189.1	2.4e-61
YP_009821315.1	YP_009284875.1	188.7	3.4e-61
YP_009821315.1	YP_009902951.1	188.7	3.4e-61
YP_009821315.1	YP_009902821.1	188.7	3.4e-61
YP_009821315.1	YP_009903331.1	188.7	3.4e-61
YP_009821315.1	YP_009666188.1	188.7	3.5e-61
YP_009821315.1	YP_009821630.1	166.8	2.2e-52
YP_009821315.1	YP_009998282.1	63.2	1.6e-11
YP_009821315.1	YP_009998355.1	62.8	1.7e-11
YP_009821315.1	YP_009293556.1	90.9	1.1e-22
YP_009805548.1	YP_006863.1	601.3	3e-220
YP_009805548.1	YP_009031656.1	599.7	1.2e-219
YP_009805548.1	YP_009149811.1	598.6	3.5e-219
YP_009805548.1	YP_009784880.1	598.6	3.5e-219
YP_009805548.1	YP_009194678.1	595.1	8.2e-218
YP_009805548.1	YP_009785224.1	587.0	1.3e-214
YP_009805548.1	YP_009202055.1	590.9	3.9e-216
YP_009805548.1	YP_009280242.1	595.1	8.2e-218
YP_009805548.1	YP_009790141.1	594.3	1.6e-217
YP_009805548.1	YP_009791064.1	583.9	2.2e-213
YP_009805548.1	YP_009795030.1	609.4	1.9e-223
YP_009805548.1	YP_009802201.1	587.4	9.1e-215
YP_009805548.1	YP_009849562.1	607.4	1.1e-222
YP_009805548.1	YP_009852964.1	606.3	3.1e-222
YP_009805548.1	YP_009857872.1	603.6	3.6e-221
YP_009805548.1	YP_009824611.1	603.2	5.1e-221
YP_009805548.1	YP_009857125.1	596.3	2.8e-218
YP_009805548.1	YP_009856432.1	588.6	3.2e-215
YP_009805548.1	YP_009856855.1	587.8	6.4e-215
YP_009805548.1	YP_009856612.1	585.9	3.7e-214
YP_009805548.1	YP_009843355.1	469.2	4.8e-168
YP_009805548.1	YP_009849717.1	575.9	3.4e-210
YP_009805548.1	YP_009848696.1	576.2	2.4e-210
YP_009953870.1	YP_009952319.1	274.6	9.8e-95
YP_009953870.1	YP_009954062.1	266.2	2.1e-91
YP_009953870.1	YP_009953281.1	266.2	1.8e-91
YP_009953870.1	YP_009952873.1	266.5	1.5e-91
YP_009953870.1	YP_009952677.1	231.1	1.6e-77
YP_009953870.1	YP_009950880.1	106.7	1.7e-28
YP_009953870.1	YP_009952415.1	273.5	2.8e-94
YP_009953870.1	YP_009950786.1	106.7	1.7e-28
YP_009953870.1	YP_009952776.1	274.2	1.4e-94
YP_009953870.1	YP_009953074.1	333.6	1.7e-117
YP_009953870.1	YP_009954360.1	279.6	1e-96
YP_009953870.1	YP_009215584.1	276.2	2.4e-95
YP_009953870.1	YP_009638072.1	275.0	6.9e-95
YP_009953870.1	YP_003856956.1	268.5	2.7e-92
YP_009953870.1	YP_003857053.1	244.2	1.1e-82
YP_009953870.1	YP_009019060.1	229.2	9.1e-77
YP_009953870.1	YP_009954263.1	222.2	2e-74
YP_009953870.1	YP_009953573.1	131.0	1.4e-38
YP_009953870.1	YP_009043676.1	107.8	1e-28
YP_009953870.1	YP_009950689.1	104.8	1.6e-28
YP_009953870.1	NP_569816.1	94.0	7.6e-25
YP_009953870.1	YP_010050133.1	57.4	1.8e-11
YP_009953870.1	YP_009951065.1	103.2	5.3e-28
